,source_id,ra,dec,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,astrometric_excess_noise,bp_rp,teff_gspphot,logg_gspphot,mh_gspphot,vbroad,parallax,phot_g_mean_mag,alphafe_gspspec,original_ext_source_id,angular_distance,plate,mjd,fiberID,redshift,abs_g_mag,x_test_index,X_test_index
88329,2545303073943495424,5.4021282703725015,0.18800786770225988,18.347857,16.3678,87.04019,272.03098,0.0,1.9800568,4145.3193,4.4955,0.1656,,1.3536935736980946,17.339806,,1237663784199782494,0.02862231,1118,52559,492,-4.246306e-05,7.997407439126707,393,393
88358,2545321353324209280,4.644995983045998,-0.042602933925833836,16.690151,15.146751,331.2859,563.6941,0.0,1.5433998,4495.946,4.5829,0.4852,,1.5185981626774865,15.96579,,1237657190907248796,0.024784705,1121,52873,226,-2.412455e-05,6.87300414541053,4022,4022
88383,2545340319899781376,4.493569112828213,0.16569010278639668,18.168352,16.456444,86.111626,319.43024,0.0,1.7119083,4142.4214,4.6891,0.0,,0.9797292891720202,17.344074,,1237663784199389336,0.013839452,1122,52876,430,-8.374897e-05,7.299604707015593,3397,3397
88394,2545349287791530368,4.8435001222140786,0.1858042840560773,16.136852,14.895316,474.0654,921.8592,0.044949148,1.2415361,4641.0137,4.5128,-0.0556,,1.5004950418157383,15.589235,,1237663784199520348,0.05215214,1089,52913,602,-0.0001776044,6.470408129263522,3685,3685
88403,2545357774646944384,4.9753142514911035,0.31932149088806117,17.78544,16.023369,127.555695,409.86972,0.0,1.7620716,4147.22,4.5959,0.003,,1.407809309138957,16.9331,,1237657191444250802,0.029966,1120,52589,474,-8.327201e-05,7.675818909948877,323,323
88481,2545523143770922240,4.279193885009892,0.1852344283965102,18.212301,16.756641,63.56254,142.04947,0.0,1.4556599,4315.8447,4.4496,-0.1717,,1.0116625573231939,17.536589,,1237663784199258228,0.033785574,1119,52581,387,-0.0001005777,7.561767051842338,3654,3654
88533,2545573038407809024,4.352606531910092,0.5225475697135946,17.935627,16.214869,104.06197,369.01553,0.27127212,1.7207584,3974.524,4.5189,-0.4669,,1.4367670950520057,17.135061,,1237663277929660632,0.05791046,1122,52876,381,-6.708386e-05,7.921993129999372,1601,1601
88573,2545632034078577024,4.240889361961492,0.83350879866431,16.465113,14.700116,402.56268,733.3098,0.0,1.7649965,4288.5044,4.6565,0.4867,,2.4369721803046467,15.608868,,1237657191980794157,0.04062569,1120,52589,332,-0.000173574,7.543120502493938,1396,1396
88588,2545645812333626368,4.089487016578972,0.9098996038491626,16.95669,15.117043,254.04234,697.19104,0.14090696,1.8396473,4201.146,4.565,0.331,,2.1201076869855386,16.053535,,1237663278466400382,0.015477673,1119,52581,325,3.729404e-05,7.6853250648332825,53,53
88673,2546273221155572864,3.3391484886690743,0.6014979208719893,16.792788,15.771808,214.4588,356.30835,0.051916573,1.0209799,5066.3086,4.6657,-0.4323,,0.7148578158035256,16.366167,,1237663277929201742,0.084094144,1491,52996,474,-1.894664e-05,5.637265417679085,3291,3291
88675,2546292909285646592,3.1768548949094852,0.8706629382264204,17.790735,16.749075,60.841087,137.47554,0.0,1.0416603,4932.332,4.715,-0.9605,,0.6776702854232395,17.334633,,1237663278466007167,0.067129545,1089,52913,432,-0.0004056038,6.4897250888118485,1938,1938
88686,2546376094212534528,3.7664642345384918,0.9128026742915802,16.731445,15.555454,241.49086,349.8,0.052181523,1.175991,4709.787,4.5108,-0.4103,,0.9277353610038678,16.219488,,1237663278466269245,0.04758764,1089,52913,549,-0.0001136234,6.056608695023925,1729,1729
88766,2546826722181412608,5.862508291510217,0.4641594298151971,18.41394,16.639282,54.922333,131.89833,0.0,1.7746582,3871.886,4.7878,-0.5166,,1.1006378221468076,17.55765,,1237663716016914453,0.021529105,1119,52581,547,-6.385212e-05,7.765871776224486,2944,2944
88772,2546830158155286016,6.205925703456037,0.5097933759662581,18.387552,16.678007,58.896893,193.45859,0.0,1.7095451,3913.4802,4.5965,-0.3102,,0.9647727128463395,17.571823,,1237663716017045692,0.07192534,1119,52581,586,-1.34438e-05,7.493948178115762,1901,1901
88774,2546830433033192448,6.179061898077116,0.5253795824746015,16.858438,15.852686,326.54605,343.91415,0.0,1.0057526,5117.519,4.4627,-0.3814,,0.6554297835248566,16.431112,,1237663716017045543,0.04835343,688,52203,548,-0.0004297479,5.513743151244302,2412,2412
88799,2546853999517371776,5.992177764167795,0.7951562898744063,17.202478,15.633857,239.17354,358.54358,0.0,1.5686216,4499.6147,4.658,0.4927,,1.2719028334542037,16.462786,,1237663204916789337,0.03972861,1120,52589,611,7.166469e-05,6.985055394893035,175,175
88803,2546857096190060672,5.241607423815424,0.35600012083551746,16.486975,14.820317,403.43115,658.06616,0.0,1.6666574,4235.3145,4.6628,-0.0206,,2.145863069636506,15.696555,,1237657191444381789,0.0305163,1118,52559,481,-4.51636e-05,7.354565165675368,653,653
88819,2546868297464787840,5.506597990386069,0.6061077148699354,17.887056,16.139336,84.06652,398.5079,0.0,1.7477207,4150.7,4.5748,0.002,,1.1805923693285836,17.032173,,1237663716016717992,0.042305224,1121,52873,538,-5.931594e-05,7.392673016058286,2521,2521
88851,2546895922694452992,5.509555054732709,0.7205446781961776,18.132128,16.93402,91.40194,166.98167,0.094607264,1.1981087,4736.359,4.5233,-0.3962,,0.7521669960519086,17.591084,,1237657191981383779,0.036613155,1492,52932,527,-0.0003847053,6.972654893214479,2961,2961
88911,2546952547543378304,6.1224338920158985,1.0144947164357387,17.2271,15.757878,207.36731,446.07617,0.08625876,1.4692221,4344.6777,4.4447,-0.1742,,1.2099644654647876,16.551254,,1237663278467317859,0.038537707,1119,52581,606,0.0001228149,6.965117352641659,1169,1169
88918,2546965329366147200,6.719672204296745,1.0688629993638457,16.372597,15.276738,489.1074,650.8163,0.0,1.0958586,4868.8145,4.6856,-0.5011,,1.1402061080003631,15.907376,,1237678434328117380,0.0377111,1493,52933,410,-3.105537e-05,6.192293105157585,2433,2433
88943,2547017659247571328,5.830128660782303,1.1787895781455264,16.505682,15.227409,294.81873,774.6474,0.0,1.2782726,,,,,1.4708880059513398,15.942755,,1237657192518385686,0.038984098,1119,52581,572,9.7449e-06,6.7806527785671165,2902,2902
88954,2547075177450344320,4.876966153832725,0.827332083462599,18.056746,16.0778,121.91561,345.05536,0.07719781,1.9789448,4101.707,4.5042,0.0997,,1.4958883367198466,17.055548,,1237657191981056168,0.06512342,1120,52589,416,-1.572302e-05,7.93004359445467,692,692
88963,2547081190404218496,5.031861367363609,0.896015343047421,18.14033,16.637075,71.54135,173.53654,0.0,1.5032539,4399.804,4.5407,0.0242,,0.7452382791278276,17.437407,,1237663278466859119,0.075673774,1118,52559,415,-4.607215e-06,6.798882311476987,1560,1560
89028,2547143965646158720,4.467613618365907,1.1040507487473492,17.558617,15.883857,205.05724,483.775,0.15004048,1.6747599,4224.593,4.3213,-0.0801,,1.324145992745298,16.75624,,1237657192517795976,0.02428349,1121,52873,366,-8.194874e-05,7.365920197542099,225,225
89038,2547152967897643520,4.77378840145784,1.2259642422281962,18.010782,16.462746,110.492294,282.0965,0.06914684,1.5480366,4164.4404,4.3398,-0.3199,,0.8738189172482722,17.299189,,1237657192517926986,0.0133921355,1119,52581,366,-0.0002644437,7.006295826331602,2745,2745
89052,2549046567437618048,11.406969486061772,0.1910783568246548,16.59915,15.175314,340.46167,595.564,0.0,1.4238358,4444.836,4.5608,0.2567,,1.3341074862306894,15.948354,,1237663784202403956,0.06969698,1496,52883,360,7.42007e-05,6.574307873304928,3268,3268
89054,2549048727805452800,11.481776776920844,0.26713204685091274,17.924793,16.471401,112.14513,243.14148,0.0,1.453392,4269.4863,4.4589,-0.3473,,1.0307196145287805,17.251978,,1237657191447134325,0.0751335,1128,52637,344,0.0001470268,7.317680624137431,3444,3444
89137,2549110304752255616,10.955096336510334,0.40838367058599645,17.18765,15.46786,235.91798,486.34027,0.2740964,1.7197905,4331.815,4.5602,0.4356,,1.288594108273358,16.368065,,1237657191446872252,0.0352103,1085,52531,484,8.840162e-05,6.918645587011202,623,623
89160,2549141606473901440,10.928046722991024,0.8253746464322158,17.319777,16.047312,58.69019,57.22673,0.7855383,1.2724648,,,,,1.4340824764251967,17.09631,,1237663204918952073,0.10654129,691,52199,371,9.495625e-05,7.879180307039917,669,669
89198,2549191011482276096,12.240737893681997,0.9420191015437855,17.22518,15.506669,146.53206,385.39774,0.14281966,1.7185106,4296.785,4.2774,0.0403,,1.4136933610676796,16.401918,,1237663716556538140,0.022889853,1128,52637,416,0.0002064487,7.153694503686317,2133,2133
89229,2549219465641017856,12.216879290203783,1.0716792020640584,18.207598,16.240116,76.19942,281.29376,0.0,1.9674816,4131.2227,4.5388,0.3603,,1.372440117367714,17.222664,,1237666340797677712,0.0805676,1130,52669,395,3.646425e-05,7.910130900873593,2953,2953
89236,2549223004694086912,12.48981284468864,1.112968282579434,17.967472,16.516392,112.21869,241.5328,0.0,1.4510803,4265.431,4.4575,-0.387,,0.8601529387224776,17.305304,,1237666340797808820,0.084657125,1130,52669,426,-0.0001140163,6.97818196086099,3861,3861
89254,2549233896731129088,12.287657508904092,1.2046889406236883,16.717304,15.533119,288.2152,339.67834,0.059871066,1.184185,4750.303,4.6816,-0.4197,,1.182888734004607,16.204042,,1237666340797677637,0.07630002,1130,52669,422,-2.034549e-06,6.568761912352677,3584,3584
89260,2549237916820516352,12.134348332327814,1.2404539772777758,16.309029,14.875008,354.3687,762.66266,0.08413827,1.434021,,,,,1.2513784476571395,15.656229,,1237678617423118440,0.10036078,1131,52902,367,-0.0001430417,6.143172373682365,3258,3258
89300,2549337830644012288,10.306129971702582,0.8121191443239628,18.24623,16.8405,55.321926,159.0705,0.0,1.4057293,4365.1377,4.6121,-0.3156,,0.5967380900059205,17.601791,,1237663204918689966,0.09569469,1085,52531,361,-5.729312e-06,6.480710181341543,1168,1168
89692,2558157979778632448,22.477353829961558,0.8088998175212064,17.536428,15.8371935,149.96817,355.41754,0.0,1.699235,4343.0776,4.5674,0.1882,,1.6968086336549673,16.71837,,1237657071693856886,0.079858184,1079,52621,577,-6.239919e-05,7.86653476401883,3108,3108
89707,2558182272113651456,22.395143364791842,1.0570245862110874,17.673052,16.186356,126.50126,344.366,0.0,1.4866962,4239.695,4.5129,-0.3422,,0.9787252100005333,16.985542,,1237657072230662248,0.10827759,1501,53740,589,2.473807e-05,6.938846172456646,2866,2866
89731,2558276894537646208,22.705057301525994,1.1904227378042573,18.148533,16.78702,121.969955,181.34949,0.2959168,1.3615131,4416.582,4.3789,-0.5406,,0.4406995795952277,17.52267,,1237678617427771663,0.08133909,1502,53741,343,5.12542e-05,5.743383926927002,689,689
89736,2558327613806911360,21.764750727373855,0.6952536871769184,18.177557,16.82507,88.4682,234.65964,0.0,1.3524876,4395.7817,4.448,-0.6198,,0.7574432172359741,17.555677,,1237657071693529204,0.040487707,1501,53740,488,0.00027616,6.952427818522292,1700,1700
91399,2617544870537445632,329.8153753788287,-9.440105596769051,17.39641,15.481741,45.268856,39.710857,0.47443494,1.914669,,,,,1.340462528039398,16.849596,,1237656536973115565,0.49096653,717,52468,241,-4.046167e-05,7.485869413575632,186,186
91418,2618180766215461504,327.93418577184605,-9.12501827381326,18.137968,16.85555,60.935444,136.72041,0.0,1.2824173,4486.4507,4.6863,-0.8973,,0.6865352628578106,17.571651,,1237652933500928251,0.015855642,644,52173,124,-4.97554e-05,6.754965703903842,2538,2538
91420,2618219283482259200,327.51085675987395,-9.089929615818319,18.104078,17.020393,84.60573,96.27354,0.0,1.0836849,4910.103,4.5469,-0.911,,0.3904799184975629,17.62333,,1237652933500731648,0.036017742,644,52173,210,-8.012362e-05,5.58132268260214,2434,2434
91785,2629921488815946880,336.5608131325864,-1.0041798422429948,16.86904,15.651969,275.45547,281.41837,0.0,1.2170706,4624.7417,4.4138,-0.3589,,0.8660849476439662,16.338041,,1237656906344824870,0.04724888,1144,53238,9,-0.0001576164,6.025843759183719,2329,2329
91801,2629989658536802432,337.53501786268146,-0.7832086413269579,16.36041,15.306563,192.29439,156.97678,0.0,1.0538473,5127.142,4.4702,-0.3199,,0.9026457933085353,15.907031,,1237656567586160705,0.059508666,1102,52883,137,-0.0001370617,5.684617871797338,165,165
91806,2630012469107503360,338.03541056875304,-0.5347600229156605,16.86803,15.60168,124.44788,143.78836,0.024235904,1.2663507,,,,,0.7841148563175042,16.965147,,1237663542612656162,0.36187983,1102,52883,115,-6.539251e-05,6.43704543014201,1720,1720
91842,2640986557225377664,355.63688698982253,-1.1973485015490508,18.324673,16.78586,78.02277,172.21835,0.0,1.5388126,4127.183,4.5862,-0.4297,,0.8227245254743344,17.611525,,1237663275778375803,0.037872545,1093,52591,83,5.668188e-06,7.187796801145939,1746,1746
91858,2641142211135941120,354.05423922646384,-1.1093807902208825,17.859951,16.35412,114.51316,206.41351,0.084243245,1.5058308,4406.93,4.6658,0.0206,,0.929482134534506,17.162823,,1237663275777654953,0.11226142,1094,52524,42,-3.44779e-05,7.004027956716605,3215,3215
91897,2641720966568904448,356.11222626820177,-1.2559880901849294,17.24624,15.980482,199.563,419.51486,0.0,1.2657585,4553.459,4.4522,-0.45,,0.8934100979124782,16.685175,,1237663275778572432,0.09555867,1093,52591,48,0.0002653316,6.440429226253368,1972,1972
91900,2641727597998416384,356.15372568533434,-1.2093980755036302,16.875216,15.684922,249.17598,460.81793,0.15553276,1.1902933,4668.389,4.4412,-0.6174,,0.8532440030888679,16.355326,,1237663275778572394,0.08035474,1093,52591,11,-9.885146e-05,6.010691921756724,2378,2378
91910,2641761025728349056,356.7763265672631,-0.8631424166514312,17.21292,15.9240265,96.2594,316.2911,0.0,1.2888927,4524.154,4.4652,-0.3103,,0.9756482293011344,16.646511,,1237656906353672333,0.05050359,1092,52639,291,-9.376343e-05,6.592977381321152,3234,3234
91944,2641906921473096704,356.98603939434224,-0.39709045219075056,16.448753,14.969289,279.74603,733.82776,0.11857854,1.4794645,4439.503,4.6225,0.2439,,1.7919315458858627,15.765225,,1237663783659176099,0.012308614,684,52523,320,-8.236511e-06,7.031832485607936,827,827
92054,2642582227770777344,355.30799324495433,-0.5326539332895355,18.493793,16.614214,31.00203,158.98106,0.3303604,1.8795795,3727.4685,4.5912,-0.3985,,1.0425176146225785,17.591269,,1237666407366590629,0.07646247,1093,52591,187,0.0001290802,7.681685547675713,1682,1682
92113,2642738014824587776,356.42126250577576,0.1224341978777486,16.74618,15.54539,249.73517,603.6241,0.0,1.2007895,4663.0513,4.4862,-0.4054,,1.0632805869128734,16.220053,,1237663784195850243,0.08619665,1092,52639,357,-4.302596e-05,6.353292142711993,115,115
92234,2643236574629827712,358.45088874351296,1.1535605942109122,17.853865,16.642426,117.79617,153.87732,0.0,1.2114391,4637.4966,4.8428,-1.4994,,0.9842770081790644,17.318466,,1237657192515174494,0.059053633,1488,52965,619,-0.0004267177,7.284052889012351,2502,2502
92347,2644670887546699648,352.7310887673437,0.41324603888955846,16.62469,15.522692,266.41693,432.11475,0.18161406,1.1019974,5383.3945,4.6742,-0.673,,0.9297189794296151,16.154306,,1237666408439218257,0.0672203,1094,52524,383,0.0001445396,5.996064895769996,3845,3845
92389,2645183397404160640,349.87791294587566,0.257175607483682,17.272648,15.747073,174.33188,348.78888,0.17365545,1.5255747,4207.8213,4.4829,-0.214,,1.004437372961771,16.56484,,1237666408437973194,0.05047229,679,52177,584,-0.00021636,6.57445463431414,932,932
92478,2646010294572248064,354.96532283413313,0.7136555990513388,18.170881,16.882086,72.43641,146.46083,0.0,1.2887955,4401.092,4.3777,-1.4226,,0.6278664169564735,17.609653,,1237657191976730815,0.070224896,1093,52591,461,-0.0001449967,6.5989897445344,1521,1521
92695,2654212655610757504,339.4181973055873,0.49054597114042764,16.303295,15.216599,218.07611,187.96408,0.0,1.0866957,4934.4146,4.4007,-1.0694,,0.9048386098566036,15.895446,,1237663479798300783,0.032324344,1101,52621,481,-3.533642e-05,5.6783014429045,282,282
92881,2667456719843603328,325.6176045169349,-7.15393790704738,17.03565,15.232326,56.42609,48.878807,0.5923553,1.8033247,,,,,1.5834726360687525,16.601995,,1237652935647297993,0.22433603,1178,52825,332,-9.866202e-05,7.600048281870251,2580,2580
92905,2667707477214595456,324.80762301904633,-6.763497973629726,16.549006,15.344787,318.67694,622.46277,0.0,1.2042189,4781.191,4.6274,-0.037,,1.0414317818813483,16.01757,,1237652936183840993,0.07412195,1177,52824,363,-3.696612e-06,6.105724631197059,1875,1875
92956,2674989748884025600,325.5081997414345,-0.8510753938102411,16.781158,15.6018095,237.70984,224.64417,0.0,1.179349,4955.086,4.6466,-0.5056,,0.739097684965908,16.37231,,1237657189816336555,0.053732965,1108,53227,206,-0.0001257819,5.715819848250224,16,16
93005,2677090739510443904,332.7307977142714,-0.7769787143287411,16.496433,15.446732,51.215816,52.683712,0.068474926,1.0497017,5254.495,4.6894,-1.2347,,0.7812843085016105,16.134584,,1237656567584063510,0.01062535,1105,52937,5,-0.0001022622,5.598629936501505,1718,1718
93028,2677297829948946048,332.3267764841201,-0.6393904536947057,17.298244,16.287771,149.0214,161.35396,0.11637417,1.0104733,5061.38,4.5996,-0.9282,,0.5579546505726797,16.882648,,1237656567583867120,0.026907116,1104,52912,308,-4.296315e-05,5.6156429769849865,109,109
93047,2677377608966297472,331.6283345418911,-0.30465953783028715,17.662394,16.577787,138.33179,215.84145,0.0,1.0846062,4827.033,4.3786,-1.3765,,0.4947877054252481,17.197542,,1237653011887226993,0.015322739,1105,52937,168,-0.0001402661,5.669636688866785,2939,2939
93056,2677595557081989504,335.8745847478011,-1.0098165602801874,15.990992,14.803777,295.67758,503.5484,0.0,1.1872149,4943.164,4.5105,0.3304,,1.232955225685448,15.466236,,1237656906344497249,0.040100582,1138,53228,82,-9.940414e-05,5.920972642692249,2459,2459
93148,2677876173065183616,335.1337295290906,-0.4894490595455206,15.744376,14.5952835,381.3656,646.4723,0.107332125,1.1490927,4989.266,4.5052,-0.1175,,1.3724934766063481,15.2469015,,1237663542611345493,0.041383594,1144,53238,221,-9.541755e-05,5.934452956880145,392,392
93188,2677977877890715904,335.9684470249577,-0.8176390462637,15.693245,14.613716,376.71204,434.48627,0.0,1.0795288,5211.827,4.5871,-0.3877,,1.3095178275168586,15.236899,,1237656567585439834,0.039260864,1144,53238,95,-1.001443e-05,5.8224564519191695,3085,3085
93198,2677997836603233280,336.64575194126655,-0.6570578776969066,17.784857,16.72026,65.79999,109.30957,0.0,1.0645962,4973.0176,4.699,-0.9369,,0.6563160180397566,17.325752,,1237656567585767596,0.020887135,1138,53228,13,-0.0004854632,6.4113172771580444,2326,2326
93222,2678041645269844480,335.6144585597526,-0.6700048271575357,16.319025,15.228433,276.6528,199.27904,0.0,1.0905924,5074.7627,4.4591,-0.1547,,0.8729688437452828,15.850168,,1237656567585308742,0.028441953,1137,52971,179,2.246266e-05,5.555161948218167,2396,2396
93243,2678063639797695488,336.0655293562037,-0.450769318520219,16.361017,15.276828,231.67027,332.99692,0.0,1.0841894,4963.97,4.4637,-0.8536,,1.0799041929845985,15.899343,,1237663542611804166,0.08321886,1143,52619,109,-8.97055e-05,6.066268674065771,1267,1267
93256,2678083018690152832,335.8875832687399,-0.2651945476588247,17.539242,16.257502,96.727646,202.16408,0.0,1.2817402,4521.5244,4.7203,-0.7192,,0.9032652787041247,16.969282,,1237663478723051685,0.09903381,1137,52971,150,-0.0002049949,6.748358732167844,2643,2643
93268,2678119543092111872,336.63331343051436,-0.20749072898021836,17.493383,16.247232,133.28252,173.09369,0.0,1.246151,4598.612,4.764,-1.0319,,0.6302869983352207,16.946348,,1237663543148871919,0.0710424,1144,53238,32,-0.0002310102,5.944039932904534,1501,1501
93313,2678245574612362624,335.6818391295045,-0.33228932641238307,15.73388,14.674231,480.93137,548.27673,0.0,1.0596495,4968.725,4.3793,-0.759,,1.103351601028786,15.286661,,1237663478722920583,0.05058961,1137,52971,144,-1.843346e-05,5.500230795739737,2011,2011
93393,2678393179753013760,335.9261752945276,0.2093911511289206,17.994862,16.66795,88.402534,136.98349,0.20715936,1.3269119,4724.7246,4.8117,-1.3956,,0.6645955767824654,17.3955,,1237663543685480585,0.037973527,1143,52619,510,-0.0001276953,6.508287415626935,3849,3849
93412,2678416063339311104,336.3426793138807,0.45655614910788217,17.796772,16.757734,73.84102,83.18473,0.0,1.0390377,4980.1343,4.7843,-1.5603,,0.4443479838742847,17.365107,,1237663479796990165,0.053774927,1144,53238,547,-0.0001373969,5.603722652633964,3581,3581
93423,2678436133721377408,336.2276810958729,0.6945652342304627,16.661367,15.333568,246.99821,580.524,0.12229865,1.3277998,4669.1196,4.7559,-0.8751,,1.827937337148087,16.069204,,1237663544222482456,0.03342195,1103,52873,586,-0.0005147294,7.379010849257085,3699,3699
93449,2678481522935765760,336.1157749815344,0.6534284658334925,16.103165,14.910903,411.87128,486.63654,0.06631886,1.1922617,4829.44,4.5089,-0.0733,,1.237653353956988,15.580507,,1237663544222416929,0.024677861,1137,52971,573,-6.678085e-05,6.04350239384809,2321,2321
93498,2678722281622517760,334.4423795619937,0.19834022232505416,16.970018,15.7574625,146.65988,208.66963,0.0,1.2125559,4854.3276,4.4137,-0.7055,,0.7401516772718424,16.440817,,1237663479259267130,0.075706325,1137,52971,345,-3.087155e-05,5.787420517469123,2013,2013
93587,2679148170579568128,334.978826534513,0.8034358689354223,16.23479,15.142819,166.03166,394.4658,0.0,1.0919714,4985.778,4.4732,-0.1871,,0.9628557555573847,15.772751,,1237663544221892735,0.07126611,1143,52619,377,-7.342312e-05,5.690557008403552,1976,1976
93704,2679901988879707904,329.92591780549924,-0.892984902325798,18.149147,16.801735,68.37479,113.52736,0.36185244,1.3474121,4377.819,4.8175,-1.1219,,0.828449142507672,17.546452,,1237657189818302776,0.065602295,1106,52912,137,-8.201924e-05,7.137780832403113,988,988
93737,2680103126493145088,329.503461421017,-0.7160214886769751,18.06373,16.676952,76.631134,142.84671,0.113627546,1.3867779,4290.706,4.3958,-0.5061,,0.6016447421763578,17.433765,,1237656567582622028,0.042837515,1106,52912,236,-0.0001635445,6.330466039967796,3981,3981
93789,2680339113471233664,330.57305259990517,-0.17428253393437745,16.634129,15.4821415,243.06323,371.68503,0.07313915,1.1519871,4727.054,4.4655,-0.7268,,1.018617143259113,16.13285,,1237663543146250298,0.08448807,1474,52933,67,6.167909e-05,6.172905552217941,1499,1499
93804,2680372614216063872,331.2230694719502,-0.22957483032769438,17.330784,15.702001,184.05841,262.79446,0.0,1.6287832,4285.346,4.6771,-0.0336,,1.5727762227505977,16.558607,,1237656576699859207,0.028107917,1105,52937,222,-8.472027e-05,7.541941775783496,2548,2548
93812,2680411127188029696,331.6333929853501,0.19162144345396587,17.465885,16.407095,102.722374,244.67973,0.03471173,1.0587902,4976.3384,4.6913,-0.7887,,0.5429723380960371,17.013512,,1237663479258022345,0.032985486,1475,52903,465,-0.0001606053,5.687400182102371,3433,3433
93879,2680810357283054592,328.0233453499273,-0.668471874458953,18.115864,16.87921,46.61103,93.311745,0.12941094,1.2366543,4584.5615,4.8228,-1.2841,,0.38825199146771217,17.567146,,1237656567581966622,0.037549715,1107,52968,95,1.486487e-05,5.512714761472385,3062,3062
93894,2680894396907438208,327.5110683982381,-0.30716437441477407,17.533272,15.63882,109.997154,355.81204,0.20717773,1.8944521,3612.2725,4.0355,-1.1356,,1.5344132677829259,16.595236,,1237656568118640866,0.05765259,1473,52908,182,8.280968e-05,7.524947550112586,2041,2041
93903,2680961265253858176,328.52790065386995,-0.1353411686796691,16.899805,15.535908,177.65607,178.62462,0.0,1.3638973,4546.914,4.4745,-0.0967,,1.041413962258291,16.288252,,1237663543145333062,0.046891958,1107,52968,117,-6.317101e-06,6.376368856699589,523,523
93932,2681128803338198528,326.76394321752144,-0.09842493284576122,17.189686,15.545538,89.701775,122.8989,0.0,1.6441479,4403.4287,4.727,-0.6516,,1.7400411612218891,16.475607,,1237663543144546801,0.121321075,990,52465,32,-1.569364e-05,7.678404527219513,2826,2826
93970,2681282941124963072,327.10230421020105,0.5883682953512293,18.478848,16.734245,51.839046,119.88553,0.34944618,1.7446022,4409.3867,4.6544,0.4481,,0.9216997941821365,17.618582,,1237656238472757585,0.051498555,1108,53227,626,5.209943e-05,7.441529224404949,33,33
94006,2681465868076899840,329.10279844888953,1.0110272856443012,16.35131,15.232203,270.51794,414.71616,0.14561132,1.1191082,4823.6875,4.4592,-0.8421,,1.2958307990008535,15.874401,,1237678595929473123,0.052355826,1106,52912,378,9.272462e-05,6.437142582233349,2875,2875
94024,2681553588488594816,329.70999548866877,1.1975514703624444,17.245123,16.239988,131.00864,206.1231,0.104879096,1.0051346,5112.3047,4.6707,-0.6553,,0.6231957888118445,16.822088,,1237678595929735231,0.056224607,1106,52912,446,-6.067813e-05,5.79521079142442,180,180
94034,2681636812069991424,328.1881138979906,0.9615357827944652,17.198732,15.875111,191.98851,296.06757,0.17737168,1.3236217,4634.1426,4.6036,0.2572,,1.215211622772058,16.599842,,1237678595929080090,0.027102785,1473,52908,537,-3.526679e-07,7.0231016447404855,1932,1932
94056,2682020713426644096,331.8110103524956,0.9253251422577891,17.17771,15.480784,103.05819,172.73917,0.12957332,1.6969252,4146.7354,4.6525,-0.1279,,1.2595961652345702,16.37293,,1237678617405489516,0.062707886,1105,52937,454,-5.230296e-06,6.874087175647702,1208,1208
94118,2686227651073336576,319.80154302357965,-1.0024951407075053,17.229704,16.111425,188.70244,295.7106,0.0,1.1182785,4896.8345,4.6186,-0.0327,,0.6926663373861743,16.741877,,1237663542067790332,0.05956201,1522,52932,243,-0.0001333159,5.9444970124036125,2263,2263
94137,2686313374325826304,320.88373623637017,-0.5591550440552508,16.490364,15.301455,303.37183,388.49158,0.050463006,1.1889095,5212.116,4.7123,-0.9128,,1.7609876893478373,15.978505,,1237663542605119647,0.052849885,1522,52932,148,-0.000940337,7.207286734217341,1070,1070
94419,2687089152793255808,324.5129937915182,-0.2831326060196484,16.96689,15.731166,239.65456,326.0606,0.3698894,1.2357244,,,,,0.7835712330941584,16.55362,,1237663478718071195,0.04816009,1108,53227,312,-1.168763e-05,6.024011802531515,3460,3460
94429,2687136294354243712,325.924423947353,-0.24822706705356815,17.452913,15.69563,201.59605,482.92303,0.0,1.7572832,4288.2617,4.5323,0.0447,,1.7820442363550888,16.604,,1237656237398491627,0.03586818,1108,53227,170,-0.0001977253,7.858592494003322,2849,2849
94615,2687658592442749440,322.05405282292713,-0.16695370986746233,17.864874,16.565517,74.92407,214.23015,0.098522544,1.2993565,4665.627,4.8959,-1.8028,,1.1194746181519009,17.28348,,1237663543142515185,0.09962873,1521,52945,223,-0.0006868996,7.528550946891034,344,344
94676,2687763217845702272,322.48203759270257,0.1331622287709446,16.975327,15.596626,202.77873,232.73056,1.1784744,1.3787003,4428.78,4.173,-0.5591,,1.0164202913533917,16.384783,,1237663457778795002,0.031845063,988,52520,479,-8.30077e-05,6.420149423751727,802,802
94708,2687844586001081216,321.59591075313443,-0.17037999551396854,17.924623,16.321491,73.268555,98.700165,0.1939511,1.6031322,4812.359,4.7235,-1.0162,,0.8432539469527547,17.179253,,1237663543142318479,0.053229,1521,52945,276,0.0001066992,6.809044537682663,3451,3451
94755,2688000231321118976,322.2041480373857,0.5865258024838537,17.858809,16.616642,100.83587,206.90857,0.2860811,1.2421665,4619.2734,4.6925,-0.5848,,0.7501982280299014,17.311975,,1237663458315534833,0.027460538,1521,52945,476,0.0002346086,6.687855649182268,3144,3144
95122,2689283674923277056,318.8057635364032,-0.8259604306626256,17.018742,15.249444,180.43547,630.3085,0.079326764,1.7692976,4269.9526,4.5705,0.261,,2.0832535689174994,16.15597,,1237663456703414872,0.050250407,1112,53180,84,-8.269845e-05,7.749680292291874,138,138
